"행정구역(시군구)별","성별","연령별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년","2025 년",
"시흥시","남자","0 - 4세","순이동[명]","명","243","274","962","1607","1166","1029","400","-3","350","-13","-49",
"시흥시","남자","5 - 9세","순이동[명]","명","10","80","537","1056","755","601","228","-93","112","-227","-183",
"시흥시","남자","10 - 14세","순이동[명]","명","-79","-12","245","554","357","338","88","-61","50","-117","-155",
"시흥시","남자","15 - 19세","순이동[명]","명","-29","33","181","391","410","470","192","240","221","-46","-3",
"시흥시","남자","20 - 24세","순이동[명]","명","-10","107","511","655","771","988","244","402","227","-136","-104",
"시흥시","남자","25 - 29세","순이동[명]","명","191","134","662","1069","963","1134","336","-112","58","-212","-154",
"시흥시","남자","30 - 34세","순이동[명]","명","233","206","1116","2022","1742","1548","717","204","478","-78","-77",
"시흥시","남자","35 - 39세","순이동[명]","명","257","298","1321","2432","2034","1907","975","91","522","-168","-378",
"시흥시","남자","40 - 44세","순이동[명]","명","30","76","698","1441","1212","1323","547","-126","301","-267","-278",
"시흥시","남자","45 - 49세","순이동[명]","명","-6","68","402","830","727","921","343","-47","149","-227","-226",
"시흥시","남자","50 - 54세","순이동[명]","명","-100","5","387","557","515","786","286","-19","143","-22","-230",
"시흥시","남자","55 - 59세","순이동[명]","명","56","109","299","598","510","662","182","-21","105","-138","-171",
"시흥시","남자","60 - 64세","순이동[명]","명","60","62","227","408","421","539","119","-115","68","-30","-115",
"시흥시","남자","65 - 69세","순이동[명]","명","57","74","207","266","233","393","138","-12","103","5","-36",
"시흥시","남자","70 - 74세","순이동[명]","명","58","97","102","148","176","230","81","34","26","38","0",
"시흥시","남자","75 - 79세","순이동[명]","명","26","52","82","94","98","162","89","13","47","44","16",
"시흥시","남자","80세이상","순이동[명]","명","0","17","28","59","59","124","101","54","82","71","40",
"시흥시","남자","청년층(19-34세)","순이동[명]","명","466","457","2371","3824","3609","3835","1340","566","726","-449","-280",
"시흥시","여자","계","순이동[명]","명","413","1054","7322","13001","10907","12223","4472","293","2807","-1047","-1875",
"시흥시","여자","0 - 4세","순이동[명]","명","210","182","1006","1472","1129","1016","352","69","383","-25","-56",
"시흥시","여자","5 - 9세","순이동[명]","명","27","25","491","999","768","707","247","-40","40","-189","-268",
"시흥시","여자","10 - 14세","순이동[명]","명","-19","42","257","526","390","332","98","-34","49","-118","-157",
"시흥시","여자","15 - 19세","순이동[명]","명","-117","-110","192","234","262","319","79","31","105","-83","-137",
"시흥시","여자","20 - 24세","순이동[명]","명","-158","-128","173","424","390","615","60","-218","-181","-233","-195",
"시흥시","여자","25 - 29세","순이동[명]","명","-12","12","414","910","784","812","266","15","93","-100","-252",
"시흥시","여자","30 - 34세","순이동[명]","명","259","315","1158","1868","1439","1510","648","174","693","17","-58",
"시흥시","여자","35 - 39세","순이동[명]","명","89","303","1049","2081","1747","1584","818","71","402","-125","-170",
"시흥시","여자","40 - 44세","순이동[명]","명","-58","19","473","1064","856","1021","437","-5","236","-215","-293",
"시흥시","여자","45 - 49세","순이동[명]","명","-62","10","457","680","720","824","293","-42","192","-81","-142",
"시흥시","여자","50 - 54세","순이동[명]","명","10","-19","360","673","557","753","191","-15","199","-57","-122",
"시흥시","여자","55 - 59세","순이동[명]","명","90","71","433","720","569","783","104","-57","92","-6","-129",
"시흥시","여자","60 - 64세","순이동[명]","명","59","51","345","508","497","643","300","-4","97","-62","-60",
"시흥시","여자","65 - 69세","순이동[명]","명","9","68","158","270","281","401","227","78","97","44","-97",
"시흥시","여자","70 - 74세","순이동[명]","명","59","39","134","176","209","302","118","39","89","15","26",
"시흥시","여자","75 - 79세","순이동[명]","명","-5","83","101","157","105","257","77","85","61","41","26",
"시흥시","여자","80세이상","순이동[명]","명","32","91","121","239","204","344","157","146","160","130","209",
"시흥시","여자","청년층(19-34세)","순이동[명]","명","57","133","1765","3234","2655","3021","1001","-51","630","-320","-533",
"군포시","남자","계","순이동[명]","명","-1667","-2362","-2515","-2679","-1075","-1215","-2511","-921","-2504","-2463","-2238",
"군포시","남자","0 - 4세","순이동[명]","명","-478","-471","-471","-461","-376","-351","-338","-210","-401","-343","-242",
"군포시","남자","5 - 9세","순이동[명]","명","-183","-222","-246","-283","-146","-204","-201","-108","-164","-217","-138",
"군포시","남자","10 - 14세","순이동[명]","명","-101","-80","-170","-189","-61","-92","-159","-71","-113","-132","-80",
"군포시","남자","15 - 19세","순이동[명]","명","-38","-10","-59","-105","-57","10","-93","-55","-60","-68","-68",
"군포시","남자","20 - 24세","순이동[명]","명","-63","-164","-115","-66","-9","-35","-36","-76","-79","-161","-48",
"군포시","남자","25 - 29세","순이동[명]","명","149","-37","-21","-28","131","123","-91","-2","-158","26","-26",
"군포시","남자","30 - 34세","순이동[명]","명","79","-247","-292","-159","11","-113","-35","150","-357","-153","-348",
"군포시","남자","35 - 39세","순이동[명]","명","-339","-412","-438","-529","-288","-261","-453","-76","-447","-456","-352",
"군포시","남자","40 - 44세","순이동[명]","명","-233","-267","-314","-373","-111","-189","-259","-147","-259","-327","-289",
"군포시","남자","45 - 49세","순이동[명]","명","-104","-102","-175","-176","-47","-73","-192","-74","-166","-167","-159",
"군포시","남자","50 - 54세","순이동[명]","명","-152","-129","-64","-113","-73","-18","-201","-93","-53","-126","-194",
"군포시","남자","55 - 59세","순이동[명]","명","-106","-173","-108","-115","8","-62","-206","-68","-58","-180","-125",
"군포시","남자","60 - 64세","순이동[명]","명","-74","-60","-97","-73","-64","-32","-127","-86","-132","-100","-108",
"군포시","남자","65 - 69세","순이동[명]","명","-36","26","-5","-42","-18","26","-83","1","-68","-80","-109",
"군포시","남자","70 - 74세","순이동[명]","명","2","-3","26","8","-7","-8","-11","0","-34","-7","-2",
"군포시","남자","75 - 79세","순이동[명]","명","5","-12","19","13","19","25","-23","-16","19","5","20",
"군포시","남자","80세이상","순이동[명]","명","5","1","15","12","13","39","-3","10","26","23","30",
"군포시","남자","청년층(19-34세)","순이동[명]","명","177","-448","-427","-279","124","-48","-188","70","-616","-310","-439",
"군포시","여자","계","순이동[명]","명","-1612","-2363","-2426","-2618","-868","-1356","-2629","-1055","-2473","-2703","-2096",
"군포시","여자","0 - 4세","순이동[명]","명","-412","-467","-430","-451","-265","-328","-382","-208","-357","-307","-247",
"군포시","여자","5 - 9세","순이동[명]","명","-161","-238","-267","-318","-148","-235","-200","-111","-177","-231","-100",
"군포시","여자","10 - 14세","순이동[명]","명","-52","-111","-118","-150","-52","-110","-164","-52","-75","-142","-87",
"군포시","여자","15 - 19세","순이동[명]","명","-35","-84","-79","-112","-42","-94","-119","-34","-92","-88","-85",
"군포시","여자","20 - 24세","순이동[명]","명","-87","-45","-75","-81","-7","112","-98","-117","-147","-109","-34",
"군포시","여자","25 - 29세","순이동[명]","명","80","-63","-102","-127","86","-41","-70","-31","-171","-198","-146",
"군포시","여자","30 - 34세","순이동[명]","명","-269","-390","-391","-370","-64","-296","-183","-42","-464","-300","-310",
"군포시","여자","35 - 39세","순이동[명]","명","-228","-463","-345","-443","-249","-286","-338","-142","-343","-385","-345",
"군포시","여자","40 - 44세","순이동[명]","명","-185","-175","-224","-295","-86","-158","-278","-128","-239","-283","-201",
"군포시","여자","45 - 49세","순이동[명]","명","-119","-130","-183","-126","-147","-72","-212","-60","-124","-164","-166",
"군포시","여자","50 - 54세","순이동[명]","명","-118","-133","-124","-31","-9","-57","-178","-120","-79","-133","-169",
"군포시","여자","55 - 59세","순이동[명]","명","-90","-106","-98","-68","-41","19","-190","-46","-106","-159","-42",
"군포시","여자","60 - 64세","순이동[명]","명","1","-9","-2","-50","5","8","-88","6","-129","-128","-121",
"군포시","여자","65 - 69세","순이동[명]","명","34","2","9","-6","-5","52","-69","-11","-15","-72","-73",
"군포시","여자","70 - 74세","순이동[명]","명","8","20","13","29","44","39","-51","6","-6","-12","-15",
"군포시","여자","75 - 79세","순이동[명]","명","3","11","3","31","27","71","-10","5","28","-27","-7",
"군포시","여자","80세이상","순이동[명]","명","18","18","-13","-50","85","20","1","30","23","35","52",
"군포시","여자","청년층(19-34세)","순이동[명]","명","-275","-534","-572","-596","-20","-245","-381","-208","-821","-644","-525",
"의왕시","남자","계","순이동[명]","명","-846","-787","-740","-1027","3400","1015","-292","-1610","-613","-2356","2602",
"의왕시","남자","0 - 4세","순이동[명]","명","-105","-115","-88","-36","434","232","-60","-59","235","-43","227",
"의왕시","남자","5 - 9세","순이동[명]","명","-130","-151","-109","-170","114","15","-44","-76","-96","-148","8",
"의왕시","남자","10 - 14세","순이동[명]","명","-72","-95","-61","-80","20","22","-64","-56","-69","-146","3",
"의왕시","남자","15 - 19세","순이동[명]","명","78","6","72","98","179","103","68","-10","-51","-73","69",
"의왕시","남자","20 - 24세","순이동[명]","명","-6","10","13","29","293","125","-16","-112","-114","-122","85",
"의왕시","남자","25 - 29세","순이동[명]","명","-115","51","-98","-124","198","190","-100","-227","-142","-183","113",
"의왕시","남자","30 - 34세","순이동[명]","명","-182","-50","-163","-186","367","285","95","-191","206","-151","442",
"의왕시","남자","35 - 39세","순이동[명]","명","-114","-225","-203","-206","427","254","-63","-148","189","-194","415",
"의왕시","남자","40 - 44세","순이동[명]","명","-199","-139","-202","-225","197","13","-83","-113","-38","-254","225",
"의왕시","남자","45 - 49세","순이동[명]","명","-77","-27","16","-46","153","-16","-45","-75","-131","-154","95",
"의왕시","남자","50 - 54세","순이동[명]","명","65","-57","36","-24","319","-12","44","-73","-143","-177","168",
"의왕시","남자","55 - 59세","순이동[명]","명","-40","41","28","-23","246","-25","48","-154","-156","-216","207",
"의왕시","남자","60 - 64세","순이동[명]","명","4","-9","-30","-46","240","-75","-34","-150","-147","-212","167",
"의왕시","남자","65 - 69세","순이동[명]","명","3","-18","24","-26","108","-24","-23","-80","-95","-168","171",
"의왕시","남자","70 - 74세","순이동[명]","명","0","-8","13","4","70","-22","-37","-47","-40","-70","107",
"의왕시","남자","75 - 79세","순이동[명]","명","39","-3","13","14","10","-19","0","-18","-33","-26","44",
"의왕시","남자","80세이상","순이동[명]","명","5","2","-1","20","25","-31","22","-21","12","-19","56",
"의왕시","남자","청년층(19-34세)","순이동[명]","명","-264","13","-218","-244","918","621","8","-535","-54","-468","657",
"의왕시","여자","계","순이동[명]","명","-741","-847","-556","-1077","3545","1424","-98","-1310","-832","-2161","3025",
"의왕시","여자","0 - 4세","순이동[명]","명","-82","-106","-50","-38","367","197","-2","-36","90","-82","201",
"의왕시","여자","5 - 9세","순이동[명]","명","-147","-154","-155","-136","100","46","-52","-71","-34","-139","33",
"의왕시","여자","10 - 14세","순이동[명]","명","-106","-84","-39","-59","41","33","-47","-69","-112","-142","40",
"의왕시","여자","15 - 19세","순이동[명]","명","47","-19","53","-6","170","102","40","7","-33","-68","106",
"의왕시","여자","20 - 24세","순이동[명]","명","-29","-47","-38","-105","217","139","-32","-236","-128","-151","83",
"의왕시","여자","25 - 29세","순이동[명]","명","-86","-59","-178","-176","172","316","-73","-158","-136","-156","216",
"의왕시","여자","30 - 34세","순이동[명]","명","-115","-106","-105","-112","463","390","133","-62","252","-115","585",
"의왕시","여자","35 - 39세","순이동[명]","명","-136","-166","-191","-206","378","219","-58","-83","143","-152","313",
"의왕시","여자","40 - 44세","순이동[명]","명","-122","-101","-88","-102","137","42","-70","-76","-100","-245","146",
"의왕시","여자","45 - 49세","순이동[명]","명","9","-30","-6","-41","308","126","3","-21","-150","-161","191",
"의왕시","여자","50 - 54세","순이동[명]","명","-22","20","24","-37","390","107","22","-89","-153","-159","244",
"의왕시","여자","55 - 59세","순이동[명]","명","36","-16","54","-8","337","-48","31","-114","-105","-180","263",
"의왕시","여자","60 - 64세","순이동[명]","명","-29","-20","28","-13","271","-79","-19","-135","-176","-231","228",
"의왕시","여자","65 - 69세","순이동[명]","명","15","-4","27","-15","68","-51","-18","-41","-66","-103","133",
"의왕시","여자","70 - 74세","순이동[명]","명","9","19","33","-10","35","-32","-2","-49","-58","-42","101",
"의왕시","여자","75 - 79세","순이동[명]","명","-3","18","33","-1","23","-21","-3","-24","-17","-29","51",
"의왕시","여자","80세이상","순이동[명]","명","20","8","42","-12","68","-62","49","-53","-49","-6","91",
"의왕시","여자","청년층(19-34세)","순이동[명]","명","-225","-206","-308","-396","909","860","34","-446","-24","-441","903",
"하남시","남자","계","순이동[명]","명","8505","21425","9921","10492","8609","10025","12546","2274","1087","-924","-1119",
"하남시","남자","0 - 4세","순이동[명]","명","1020","2133","943","912","628","508","987","172","90","-59","-28",
"하남시","남자","5 - 9세","순이동[명]","명","617","1389","536","540","288","333","871","187","-30","-120","-185",
"하남시","남자","10 - 14세","순이동[명]","명","311","806","353","372","193","222","643","143","18","-173","-223",
"하남시","남자","15 - 19세","순이동[명]","명","348","958","494","461","282","342","641","165","153","-24","7",
"하남시","남자","20 - 24세","순이동[명]","명","452","1404","591","520","505","709","884","254","124","62","48",
"하남시","남자","25 - 29세","순이동[명]","명","375","1268","598","834","1086","1748","897","249","322","185","228",
"하남시","남자","30 - 34세","순이동[명]","명","868","2093","1008","1301","1375","1616","1060","88","214","45","-111",
"하남시","남자","35 - 39세","순이동[명]","명","1301","2846","1286","1479","1430","1297","1475","168","109","-36","-141",
"하남시","남자","40 - 44세","순이동[명]","명","918","2089","984","1052","734","773","1148","159","-50","-338","-307",
"하남시","남자","45 - 49세","순이동[명]","명","523","1397","641","759","555","640","1036","184","-37","-157","-277",
"하남시","남자","50 - 54세","순이동[명]","명","534","1368","628","566","403","517","996","233","96","-69","-22",
"하남시","남자","55 - 59세","순이동[명]","명","456","1282","623","499","396","521","717","126","72","-61","-59",
"하남시","남자","60 - 64세","순이동[명]","명","316","978","511","385","283","320","477","61","12","-95","-125",
"하남시","남자","65 - 69세","순이동[명]","명","303","702","380","329","210","145","288","10","-23","-20","-13",
"하남시","남자","70 - 74세","순이동[명]","명","90","399","199","257","116","164","189","24","-3","-33","30",
"하남시","남자","75 - 79세","순이동[명]","명","34","172","63","141","62","76","115","20","-18","-42","23",
"하남시","남자","80세이상","순이동[명]","명","39","141","83","85","63","94","122","31","38","11","36",
"하남시","남자","청년층(19-34세)","순이동[명]","명","1790","5029","2327","2768","3038","4154","3017","622","693","283","187",
"하남시","여자","계","순이동[명]","명","8640","22108","10479","10481","8377","10075","13694","3075","1993","-444","-735",
"하남시","여자","0 - 4세","순이동[명]","명","933","2038","924","917","597","517","924","140","63","-36","13",
"하남시","여자","5 - 9세","순이동[명]","명","594","1376","602","530","323","306","910","248","12","-108","-189",
"하남시","여자","10 - 14세","순이동[명]","명","388","812","337","368","195","210","729","155","63","-119","-177",
"하남시","여자","15 - 19세","순이동[명]","명","334","844","424","401","249","363","640","209","143","-93","2",
"하남시","여자","20 - 24세","순이동[명]","명","434","1238","541","427","695","1021","1072","295","277","195","247",
"하남시","여자","25 - 29세","순이동[명]","명","427","1408","661","954","985","1841","1225","306","377","208","94",
"하남시","여자","30 - 34세","순이동[명]","명","1047","2447","1159","1215","1313","1422","1402","401","383","69","-36",
"하남시","여자","35 - 39세","순이동[명]","명","1183","2820","1311","1465","1053","1134","1468","355","249","-108","-161",
"하남시","여자","40 - 44세","순이동[명]","명","663","1798","870","822","581","659","1186","191","20","-223","-264",
"하남시","여자","45 - 49세","순이동[명]","명","570","1576","820","718","631","605","1046","174","179","-74","-168",
"하남시","여자","50 - 54세","순이동[명]","명","559","1468","667","576","411","557","1010","290","137","9","59",
"하남시","여자","55 - 59세","순이동[명]","명","556","1515","738","618","475","399","650","153","81","-75","9",
"하남시","여자","60 - 64세","순이동[명]","명","386","1078","586","560","322","362","455","13","47","2","-94",
"하남시","여자","65 - 69세","순이동[명]","명","226","643","375","296","198","220","282","51","16","-47","-56",
"하남시","여자","70 - 74세","순이동[명]","명","79","357","141","228","109","116","206","9","-6","-29","-10",
"하남시","여자","75 - 79세","순이동[명]","명","88","237","143","162","67","132","173","25","-47","2","27",
"하남시","여자","80세이상","순이동[명]","명","173","453","180","224","173","211","316","60","-1","-17","-31",
"하남시","여자","청년층(19-34세)","순이동[명]","명","1944","5293","2459","2682","3044","4407","3856","1043","1075","444","299",
"용인시","남자","계","순이동[명]","명","3752","5034","4921","14075","11243","6037","1415","-699","529","4996","2266",
"용인시","남자","0 - 4세","순이동[명]","명","624","657","706","1721","1245","656","41","-50","-70","498","429",
"용인시","남자","5 - 9세","순이동[명]","명","-54","85","24","776","423","21","44","-198","-61","297","191",
"용인시","남자","10 - 14세","순이동[명]","명","-176","-141","-20","191","-11","-32","-127","-141","-97","114","43",
"용인시","남자","15 - 19세","순이동[명]","명","135","405","49","308","394","320","-39","82","1","114","59",
"용인시","남자","20 - 24세","순이동[명]","명","177","752","-14","472","846","752","402","199","40","389","78",
"용인시","남자","25 - 29세","순이동[명]","명","433","870","456","1038","1057","438","177","-389","-131","90","-386",
"용인시","남자","30 - 34세","순이동[명]","명","978","1114","1000","2162","1726","1145","665","320","325","993","570",
"용인시","남자","35 - 39세","순이동[명]","명","548","728","829","2433","1964","854","408","202","154","937","673",
"용인시","남자","40 - 44세","순이동[명]","명","132","16","215","1143","797","404","67","-126","38","608","468",
"용인시","남자","45 - 49세","순이동[명]","명","-164","-217","22","509","339","169","-237","-214","-102","122","-20",
"용인시","남자","50 - 54세","순이동[명]","명","-78","-99","36","404","429","48","-186","-248","-170","59","-212",
"용인시","남자","55 - 59세","순이동[명]","명","195","85","411","680","455","192","-93","-181","6","4","7",
"용인시","남자","60 - 64세","순이동[명]","명","268","186","302","758","470","390","32","-123","188","206","66",
"용인시","남자","65 - 69세","순이동[명]","명","294","227","300","616","371","192","86","-10","115","179","66",
"용인시","남자","70 - 74세","순이동[명]","명","212","125","286","425","334","154","-21","30","101","50","60",
"용인시","남자","75 - 79세","순이동[명]","명","135","127","143","293","196","109","47","18","45","115","109",
"용인시","남자","80세이상","순이동[명]","명","93","114","176","146","208","225","149","130","147","221","65",
"용인시","남자","청년층(19-34세)","순이동[명]","명","1107","2423","768","3310","3080","1951","693","-264","-249","1209","-98",
"용인시","여자","계","순이동[명]","명","4400","4950","4632","14209","11721","6656","1383","-1028","465","5463","2600",
"용인시","여자","0 - 4세","순이동[명]","명","478","637","672","1618","1085","568","88","-20","17","470","500",
"용인시","여자","5 - 9세","순이동[명]","명","-62","-95","170","843","499","233","-18","-66","-16","251","256",
"용인시","여자","10 - 14세","순이동[명]","명","-34","-131","-82","359","53","-62","-33","-135","-82","127","23",
"용인시","여자","15 - 19세","순이동[명]","명","-19","356","-127","206","326","287","42","1","-34","84","28",
"용인시","여자","20 - 24세","순이동[명]","명","108","773","-163","379","689","745","66","-488","-333","25","-400",
"용인시","여자","25 - 29세","순이동[명]","명","695","788","467","888","1024","566","-227","-417","-238","145","-222",
"용인시","여자","30 - 34세","순이동[명]","명","1155","1094","1062","2541","2070","1242","588","280","290","1199","838",
"용인시","여자","35 - 39세","순이동[명]","명","441","515","578","1920","1593","751","387","167","-14","863","548",
"용인시","여자","40 - 44세","순이동[명]","명","-139","-197","99","840","499","139","-25","-130","-39","487","318",
"용인시","여자","45 - 49세","순이동[명]","명","-34","-132","8","426","546","104","-169","-269","-63","97","-16",
"용인시","여자","50 - 54세","순이동[명]","명","200","35","175","730","491","154","-45","-111","32","182","-34",
"용인시","여자","55 - 59세","순이동[명]","명","450","275","447","1005","664","511","37","-34","184","374","130",
"용인시","여자","60 - 64세","순이동[명]","명","369","254","471","944","672","443","204","-26","165","306","97",
"용인시","여자","65 - 69세","순이동[명]","명","267","190","226","533","510","268","55","-23","158","257","172",
"용인시","여자","70 - 74세","순이동[명]","명","187","126","253","332","343","154","48","-12","86","158","13",
"용인시","여자","75 - 79세","순이동[명]","명","138","133","107","310","203","216","111","84","95","95","49",
"용인시","여자","80세이상","순이동[명]","명","200","329","269","335","454","337","274","171","257","343","300",
"용인시","여자","청년층(19-34세)","순이동[명]","명","1776","2700","927","3602","3717","2451","245","-838","-550","1194","43",
"이천시","남자","계","순이동[명]","명","-400","2602","1492","919","1286","1711","3067","458","-98","630","602",
"이천시","남자","0 - 4세","순이동[명]","명","-11","293","126","-20","-16","-30","34","-70","-63","-31","12",
"이천시","남자","5 - 9세","순이동[명]","명","-166","112","-27","-66","-44","-46","16","-54","-80","-53","-27",
"이천시","남자","10 - 14세","순이동[명]","명","-106","58","18","-66","-60","-21","16","-33","-75","-6","-38",
"이천시","남자","15 - 19세","순이동[명]","명","42","142","11","7","90","144","96","60","76","71","21",
"이천시","남자","20 - 24세","순이동[명]","명","-169","120","35","161","93","246","419","97","-59","-80","76",
"이천시","남자","25 - 29세","순이동[명]","명","14","480","529","640","633","708","875","420","184","198","426",
"이천시","남자","30 - 34세","순이동[명]","명","0","412","189","62","114","118","200","-89","-281","-66","-200",
"이천시","남자","35 - 39세","순이동[명]","명","-75","264","182","8","125","107","235","-70","-58","15","-15",
"이천시","남자","40 - 44세","순이동[명]","명","-85","185","96","-34","50","49","186","10","-40","68","-14",
"이천시","남자","45 - 49세","순이동[명]","명","-34","114","72","2","98","87","215","1","-3","123","19",
"이천시","남자","50 - 54세","순이동[명]","명","0","119","25","85","108","47","152","31","103","66","115",
"이천시","남자","55 - 59세","순이동[명]","명","80","68","77","51","42","123","225","47","67","105","95",
"이천시","남자","60 - 64세","순이동[명]","명","72","117","89","61","56","52","169","65","73","104","64",
"이천시","남자","65 - 69세","순이동[명]","명","44","56","29","12","-8","84","118","56","18","59","25",
"이천시","남자","70 - 74세","순이동[명]","명","7","17","31","-6","13","30","69","-10","28","37","17",
"이천시","남자","75 - 79세","순이동[명]","명","-9","24","12","-1","-5","4","51","4","22","-10","17",
"이천시","남자","80세이상","순이동[명]","명","-4","21","-2","23","-3","9","-9","-7","-10","30","9",
"이천시","남자","청년층(19-34세)","순이동[명]","명","-451","773","457","572","568","785","1146","117","-381","-130","68",
"이천시","여자","계","순이동[명]","명","-745","1964","702","-261","93","755","2264","-401","-246","-2","194",
"이천시","여자","0 - 4세","순이동[명]","명","-59","258","58","-63","32","-61","45","-18","-94","-43","0",
"이천시","여자","5 - 9세","순이동[명]","명","-102","139","10","-76","-29","-55","18","-45","-66","-12","-34",
"이천시","여자","10 - 14세","순이동[명]","명","-85","98","-16","-32","-19","-21","0","-27","-13","-11","-14",
"이천시","여자","15 - 19세","순이동[명]","명","-69","79","-54","-133","-76","108","147","-35","76","-22","-37",
"이천시","여자","20 - 24세","순이동[명]","명","-86","-16","-69","-94","-44","66","219","-190","-111","-178","-56",
"이천시","여자","25 - 29세","순이동[명]","명","-104","308","140","84","48","244","279","-31","-71","-37","41",
"이천시","여자","30 - 34세","순이동[명]","명","-90","313","172","-71","54","56","171","-120","-82","19","-28",
"이천시","여자","35 - 39세","순이동[명]","명","-190","175","105","-77","-17","23","193","-79","-84","-49","47",
"이천시","여자","40 - 44세","순이동[명]","명","-80","131","23","-58","-24","-31","136","-18","12","-29","7",
"이천시","여자","45 - 49세","순이동[명]","명","-19","97","48","15","7","37","222","-30","-6","24","19",
"이천시","여자","50 - 54세","순이동[명]","명","31","121","61","91","60","103","181","69","-8","59","76",
"이천시","여자","55 - 59세","순이동[명]","명","57","99","93","61","104","86","183","49","51","107","39",
"이천시","여자","60 - 64세","순이동[명]","명","26","73","78","26","15","121","167","27","92","88","75",
"이천시","여자","65 - 69세","순이동[명]","명","52","41","13","44","9","11","125","24","31","37","38",
"이천시","여자","70 - 74세","순이동[명]","명","-8","33","10","7","-7","34","62","-2","16","4","0",
"이천시","여자","75 - 79세","순이동[명]","명","-5","9","29","16","-28","0","58","6","4","4","4",
"이천시","여자","80세이상","순이동[명]","명","-14","6","1","-1","8","34","58","19","7","37","17",
"이천시","여자","청년층(19-34세)","순이동[명]","명","-464","415","67","-304","-181","226","478","-658","-437","-479","-282",
"파주시","남자","계","순이동[명]","명","4936","2729","3238","6573","905","5582","9555","6713","1273","6602","6872",
"파주시","남자","0 - 4세","순이동[명]","명","522","301","289","691","34","506","613","625","86","686","486",
"파주시","남자","5 - 9세","순이동[명]","명","146","-20","-47","336","-38","290","312","340","30","423","232",
"파주시","남자","10 - 14세","순이동[명]","명","130","55","-21","164","-11","138","230","177","14","329","245",
"파주시","남자","15 - 19세","순이동[명]","명","194","15","56","155","-72","246","235","97","-68","120","223",
"파주시","남자","20 - 24세","순이동[명]","명","392","188","530","441","247","552","1148","293","-35","170","335",
"파주시","남자","25 - 29세","순이동[명]","명","571","383","560","514","372","457","1321","758","-163","154","253",
"파주시","남자","30 - 34세","순이동[명]","명","492","290","428","700","-122","274","882","689","114","672","694",
"파주시","남자","35 - 39세","순이동[명]","명","510","318","363","1044","121","522","991","903","147","890","687",
"파주시","남자","40 - 44세","순이동[명]","명","440","218","128","646","-36","530","825","706","149","902","674",
"파주시","남자","45 - 49세","순이동[명]","명","330","173","84","457","34","442","657","491","113","518","494",
"파주시","남자","50 - 54세","순이동[명]","명","257","94","235","345","84","421","571","450","119","473","560",
"파주시","남자","55 - 59세","순이동[명]","명","248","211","179","338","21","359","592","345","202","327","504",
"파주시","남자","60 - 64세","순이동[명]","명","213","164","196","270","113","368","452","282","123","387","558",
"파주시","남자","65 - 69세","순이동[명]","명","179","125","86","153","75","183","312","198","155","295","369",
"파주시","남자","70 - 74세","순이동[명]","명","152","111","86","125","39","140","178","150","110","60","232",
"파주시","남자","75 - 79세","순이동[명]","명","89","56","53","107","12","72","124","93","95","91","144",
"파주시","남자","80세이상","순이동[명]","명","71","47","33","87","32","82","112","116","82","105","182",
"파주시","남자","청년층(19-34세)","순이동[명]","명","1503","872","1548","1691","464","1366","3433","1792","-97","1021","1315",
"파주시","여자","계","순이동[명]","명","4821","2738","2495","6374","470","5707","9070","6354","1794","7547","7997",
"파주시","여자","0 - 4세","순이동[명]","명","504","320","264","679","14","432","549","533","163","655","524",
"파주시","여자","5 - 9세","순이동[명]","명","189","52","-24","303","-68","288","385","324","-7","387","283",
"파주시","여자","10 - 14세","순이동[명]","명","98","37","-14","151","-28","182","297","198","24","324","264",
"파주시","여자","15 - 19세","순이동[명]","명","198","-12","-68","26","-101","81","213","37","-133","57","54",
"파주시","여자","20 - 24세","순이동[명]","명","307","159","94","222","-35","278","559","77","-23","203","316",
"파주시","여자","25 - 29세","순이동[명]","명","348","267","455","533","-106","318","883","518","16","347","555",
"파주시","여자","30 - 34세","순이동[명]","명","776","436","547","860","144","464","1052","831","219","967","988",
"파주시","여자","35 - 39세","순이동[명]","명","489","270","125","910","91","711","823","797","218","927","778",
"파주시","여자","40 - 44세","순이동[명]","명","334","110","130","434","15","538","670","600","139","858","594",
"파주시","여자","45 - 49세","순이동[명]","명","214","151","101","466","-47","482","671","469","87","529","573",
"파주시","여자","50 - 54세","순이동[명]","명","301","157","231","352","157","538","713","430","209","568","622",
"파주시","여자","55 - 59세","순이동[명]","명","326","187","186","443","54","467","671","450","107","474","578",
"파주시","여자","60 - 64세","순이동[명]","명","229","185","105","328","87","282","524","313","180","447","597",
"파주시","여자","65 - 69세","순이동[명]","명","176","225","149","168","27","187","296","268","226","278","417",
"파주시","여자","70 - 74세","순이동[명]","명","97","86","72","179","72","96","226","147","146","160","225",
"파주시","여자","75 - 79세","순이동[명]","명","109","18","57","153","47","154","192","117","66","94","170",
"파주시","여자","80세이상","순이동[명]","명","126","90","85","167","147","209","346","245","157","272","459",
"파주시","여자","청년층(19-34세)","순이동[명]","명","1492","851","1050","1598","-40","1053","2513","1387","82","1445","1795",
"안성시","남자","계","순이동[명]","명","-1032","1380","162","648","217","2373","1989","157","555","2877","1669",
"안성시","남자","0 - 4세","순이동[명]","명","-131","148","-68","13","-42","23","79","11","-21","160","58",
"안성시","남자","5 - 9세","순이동[명]","명","-136","-24","-56","-68","-72","-18","-14","-15","-29","61","3",
